id;member_id;timestamp;amount
130;2718;1997-02-21 14:35:08+01;30000
131;1065;1997-02-21 14:35:42+01;40000
132;3095;1997-02-21 14:36:38+01;20000
133;1627;1997-02-21 14:36:48+01;25000
134;135;1997-02-21 14:37:00+01;25000
135;7;1997-02-21 14:37:09+01;25000
136;2611;1997-02-21 14:40:12+01;30000
137;571;1997-02-21 14:40:23+01;30000
138;1229;1997-02-21 14:40:47+01;30000
139;96;1997-02-28 13:36:35+01;24700
140;3378;1997-02-28 13:36:46+01;2700
141;1744;1997-02-28 13:41:45+01;30000
142;1265;1997-02-28 13:42:01+01;40000
143;1989;1997-02-28 13:44:24+01;20000
144;2;1997-02-28 13:44:39+01;40975
145;1969;1997-02-28 13:44:57+01;20000
146;658;1997-02-28 13:45:18+01;5000
147;1273;1997-02-28 13:45:53+01;8000
148;1917;1997-02-28 13:46:22+01;37450
149;664;1997-02-28 13:46:54+01;20000
150;2621;1997-02-28 13:47:15+01;25000
151;952;1997-02-28 13:47:31+01;10000
152;2031;1997-02-28 13:47:44+01;31675
153;1714;1997-02-28 14:09:50+01;9650
154;2101;1997-02-28 14:10:03+01;40000
155;491;1997-02-28 14:10:13+01;40000
156;2037;1997-02-28 14:11:32+01;12000
157;2184;1997-02-28 14:15:53+01;164000
158;1575;1997-02-28 14:28:04+01;28400
159;2338;1997-02-28 16:17:13+01;40000
160;1210;1997-03-04 10:49:27+01;21400
161;1429;1997-03-04 14:02:43+01;40000
162;1586;1997-03-07 13:28:03+01;30000
163;803;1997-03-07 13:51:58+01;21675
164;2288;1997-03-07 13:52:25+01;45075
165;3004;1997-03-07 13:53:27+01;35400
166;1621;1997-03-07 13:53:42+01;37500
167;1276;1997-03-07 13:53:54+01;50000
168;2605;1997-03-07 13:54:16+01;10000
169;1648;1997-03-07 13:54:28+01;26800
170;3240;1997-03-07 13:55:40+01;27100
171;507;1997-03-07 13:56:20+01;18700
172;322;1997-03-07 13:56:37+01;50000
173;383;1997-03-07 13:56:53+01;27400
174;3407;1997-03-07 13:57:06+01;20000
175;892;1997-03-07 13:57:34+01;20000
176;2097;1997-03-07 13:58:04+01;35000
177;2821;1997-03-07 13:58:21+01;40000
178;996;1997-03-07 13:58:46+01;30000
179;2305;1997-03-07 13:59:06+01;20000
180;1093;1997-03-07 14:02:14+01;15000
181;343;1997-03-07 14:02:26+01;20000
182;2571;1997-03-07 14:02:38+01;40000
183;718;1997-03-07 14:02:50+01;15000
184;2405;1997-03-07 14:03:03+01;5000
185;1759;1997-03-07 14:06:19+01;10000
186;1965;1997-03-07 14:08:07+01;15000
187;1713;1997-03-10 13:21:33+01;40000
188;2264;1997-03-12 11:51:20+01;20000
189;3091;1997-03-12 11:53:03+01;30000
190;1913;1997-03-12 11:56:02+01;20000
191;2676;1997-03-13 10:47:55+01;43800
192;1105;1997-03-14 13:39:43+01;31300
193;584;1997-03-14 13:40:13+01;30000
194;1086;1997-03-14 13:40:38+01;17000
195;2076;1997-03-14 13:41:47+01;28825
196;3136;1997-03-14 13:42:10+01;50000
197;1273;1997-03-14 13:42:26+01;8500
198;1575;1997-03-14 13:42:45+01;14800
199;2295;1997-03-14 13:43:02+01;20000
200;3046;1997-03-14 13:43:17+01;30000
201;528;1997-03-14 13:43:33+01;20000
202;2405;1997-03-14 13:43:51+01;5000
203;3378;1997-03-14 13:45:54+01;30000
204;1719;1997-03-19 12:07:50+01;20000
205;2428;1997-03-19 12:19:07+01;25000
206;2122;1997-03-21 10:18:14+01;40000
207;2096;1997-03-21 13:46:47+01;50000
208;1968;1997-03-21 13:47:21+01;28000
209;1154;1997-03-21 13:47:39+01;32825
210;3095;1997-03-21 13:48:06+01;20000
211;3455;1997-03-21 13:48:53+01;25000
212;2230;1997-03-21 13:49:20+01;27825
213;3367;1997-03-21 13:49:33+01;25000
215;2043;1997-03-21 13:50:54+01;24000
216;1103;1997-03-21 13:51:06+01;30000
217;1207;1997-03-21 13:51:36+01;11200
218;1317;1997-03-21 13:51:50+01;25000
219;1803;1997-03-21 13:52:09+01;50000
220;941;1997-03-21 13:52:46+01;22575
221;574;1997-04-04 14:41:09+02;10000
222;683;1997-04-04 14:41:28+02;30000
223;2874;1997-04-04 14:41:50+02;25425
224;865;1997-04-04 14:42:36+02;27700
225;1349;1997-04-04 14:42:49+02;20000
226;79;1997-04-04 14:43:05+02;19250
227;1134;1997-04-04 14:43:21+02;40000
228;96;1997-04-04 14:43:51+02;10000
229;1989;1997-04-04 14:44:03+02;20000
230;3045;1997-04-04 14:44:17+02;20000
231;1976;1997-04-04 14:44:31+02;15000
232;3378;1997-04-04 14:44:41+02;30000
233;2611;1997-04-04 14:44:54+02;30000
234;65;1997-04-04 14:45:08+02;30000
235;3376;1997-04-04 14:45:33+02;37300
236;899;1997-04-04 14:45:55+02;33000
237;544;1997-04-04 14:49:57+02;28700
238;390;1997-04-09 15:01:42+02;28975
239;658;1997-04-11 15:37:04+02;5000
240;2214;1997-04-11 15:37:32+02;40000
241;2718;1997-04-11 15:38:01+02;7500
242;1423;1997-04-11 15:38:22+02;40000
243;1273;1997-04-11 15:38:42+02;30000
244;3321;1997-04-11 15:39:02+02;35000
245;478;1997-04-11 15:39:30+02;6000
246;1527;1997-04-11 15:39:49+02;10000
247;1228;1997-04-11 15:41:33+02;7000
248;552;1997-04-11 15:42:00+02;14025
249;979;1997-04-11 15:42:25+02;32000
250;2179;1997-04-11 15:42:50+02;26800
251;482;1997-04-11 15:43:15+02;25000
252;719;1997-04-11 15:43:36+02;24200
253;2549;1997-04-11 15:43:55+02;20000
254;3091;1997-04-11 15:45:07+02;20000
255;3190;1997-04-18 15:09:39+02;10000
256;1855;1997-04-18 15:10:18+02;23350
257;1297;1997-04-18 15:10:28+02;29050
258;2305;1997-04-18 15:10:47+02;20000
259;2334;1997-04-18 15:11:11+02;20000
260;2405;1997-04-18 15:11:19+02;15000
261;1744;1997-04-18 15:11:34+02;30000
262;718;1997-04-18 15:11:45+02;20000
263;936;1997-04-18 15:12:02+02;25000
264;571;1997-04-18 15:12:13+02;5000
265;1575;1997-04-18 15:12:27+02;2280500
266;2211;1997-04-18 15:22:35+02;25000
267;3095;1997-04-18 15:22:47+02;20000
268;1188;1997-04-18 15:23:01+02;20000
269;610;1997-04-18 15:23:09+02;15000
270;61;1997-04-22 12:07:31+02;25000
271;1111;1997-04-22 13:26:39+02;40000
272;3371;1997-04-23 17:54:52+02;30000
273;277;1997-05-02 14:44:37+02;80000
274;727;1997-05-02 14:45:08+02;33600
275;1349;1997-05-02 14:45:25+02;20000
276;1791;1997-05-02 14:46:07+02;25000
277;3449;1997-05-02 14:46:23+02;10000
278;717;1997-05-02 14:46:46+02;18200
279;1819;1997-05-02 14:46:53+02;10000
280;2037;1997-05-02 14:47:01+02;10200
281;2767;1997-05-02 14:47:16+02;31000
282;491;1997-05-02 14:48:27+02;50000
283;3407;1997-05-02 14:48:59+02;40000
284;3298;1997-05-02 14:49:25+02;20000
285;1949;1997-05-02 14:49:39+02;27800
286;1217;1997-05-02 14:49:58+02;25000
287;322;1997-05-02 14:50:09+02;30000
288;2962;1997-05-02 14:50:30+02;40000
289;383;1997-05-02 14:50:47+02;27500
290;1065;1997-05-02 14:51:08+02;50000
291;2097;1997-05-02 14:52:04+02;40000
292;3455;1997-05-02 14:52:19+02;30000
293;1229;1997-05-02 14:52:37+02;30000
294;1200;1997-05-02 14:52:59+02;15000
295;1429;1997-05-02 14:53:17+02;30000
296;3474;1997-05-02 14:53:36+02;12000
297;1553;1997-05-02 14:53:57+02;30000
298;1989;1997-05-02 14:54:21+02;10000
299;1103;1997-05-02 14:55:40+02;30000
300;2031;1997-05-02 14:56:16+02;37800
301;3223;1997-05-02 14:56:48+02;40000
302;5;1997-05-02 14:57:11+02;37050
303;1273;1997-05-02 14:57:40+02;30000
305;664;1997-05-02 14:58:26+02;25000
306;843;1997-05-02 14:59:03+02;27450
307;96;1997-05-02 14:59:17+02;20000
308;3046;1997-05-02 14:59:30+02;40000
309;440;1997-05-02 14:59:47+02;10000
310;528;1997-05-02 15:00:02+02;30000
311;3378;1997-05-09 14:44:43+02;30000
312;2405;1997-05-09 14:45:02+02;10000
313;818;1997-05-09 14:45:27+02;25000
314;3449;1997-05-09 14:45:45+02;10000
315;941;1997-05-09 14:46:35+02;24850
316;803;1997-05-09 14:46:51+02;20000
317;656;1997-05-09 14:47:13+02;30000
318;1134;1997-05-09 14:47:34+02;50000
320;1317;1997-05-09 14:48:11+02;30000
321;2973;1997-05-09 14:48:29+02;26000
322;60;1997-05-09 14:48:46+02;64000
323;2295;1997-05-09 14:49:08+02;10000
324;3136;1997-05-09 14:49:24+02;30000
325;667;1997-05-09 14:49:43+02;30000
326;218;1997-05-09 14:50:27+02;30000
327;2305;1997-05-09 14:50:46+02;30000
328;2;1997-05-09 14:50:59+02;30000
329;1154;1997-05-16 14:33:25+02;32400
330;1968;1997-05-16 14:33:45+02;30000
331;2214;1997-05-16 14:34:05+02;40000
332;2611;1997-05-16 14:34:21+02;35000
333;65;1997-05-16 14:34:36+02;20000
334;1855;1997-05-16 14:34:48+02;18100
335;3376;1997-05-16 14:35:00+02;30000
336;3166;1997-05-16 14:35:13+02;12400
337;1853;1997-05-16 14:35:54+02;18875
338;1735;1997-05-16 14:36:10+02;30300
339;2076;1997-05-16 14:36:25+02;25000
340;2288;1997-05-16 14:36:41+02;25700
341;2230;1997-05-16 14:36:51+02;25000
342;2821;1997-05-16 14:37:02+02;40000
343;815;1997-05-16 14:37:14+02;25000
344;3367;1997-05-16 14:37:24+02;20000
345;1297;1997-05-23 15:01:08+02;33575
346;3321;1997-05-23 15:01:26+02;30000
347;1714;1997-05-23 15:01:40+02;20000
348;3004;1997-05-23 15:02:49+02;35475
349;231;1997-05-23 15:03:15+02;25875
350;135;1997-05-23 15:03:32+02;27950
351;3357;1997-05-23 15:03:57+02;30000
352;2096;1997-05-23 15:04:21+02;50000
353;1200;1997-05-23 15:04:39+02;15000
354;3407;1997-05-23 15:04:51+02;5000
355;741;1997-05-23 15:05:04+02;28000
356;3474;1997-05-23 15:05:17+02;20000
357;2128;1997-05-23 15:05:26+02;30000
358;511;1997-05-23 15:05:36+02;7000
359;1713;1997-05-23 15:05:44+02;35000
360;528;1997-05-23 15:06:03+02;12875
361;315;1997-05-23 15:06:19+02;30000
362;2230;1997-05-30 14:57:36+02;36000
363;2264;1997-05-30 14:57:51+02;30000
364;2043;1997-05-30 14:58:08+02;27500
365;1423;1997-05-30 14:58:19+02;18000
366;552;1997-05-30 14:59:16+02;18000
367;1855;1997-05-30 14:59:25+02;16600
368;2338;1997-05-30 14:59:38+02;30000
369;3240;1997-05-30 14:59:49+02;30000
370;149;1997-05-30 15:00:00+02;29200
371;1909;1997-05-30 15:00:26+02;10000
372;1257;1997-05-30 15:00:38+02;30000
373;3376;1997-05-30 15:00:57+02;20000
374;383;1997-05-30 15:01:09+02;28000
375;1093;1997-05-30 15:01:17+02;20000
376;3449;1997-05-30 15:01:25+02;10000
377;3095;1997-05-30 15:01:35+02;20000
378;3046;1997-05-30 15:01:47+02;40000
379;2555;1997-05-30 15:02:11+02;28400
380;2294;1997-05-30 15:03:18+02;7200
381;2431;1997-05-30 15:03:58+02;26325
382;322;1997-05-30 15:04:10+02;40000
383;5;1997-05-30 15:04:20+02;25000
384;3208;1997-05-30 15:04:33+02;40000
385;803;1997-05-30 15:04:44+02;10000
386;96;1997-05-30 15:04:53+02;20000
387;936;1997-05-30 15:05:04+02;27350
388;1791;1997-05-30 15:05:29+02;13450
389;2271;1997-05-30 15:05:42+02;20000
390;952;1997-05-30 15:05:52+02;9500
391;1913;1997-06-02 17:17:44+02;20000
392;1621;1997-06-06 14:45:26+02;40000
393;3004;1997-06-06 14:45:49+02;21300
394;2822;1997-06-06 14:46:18+02;26175
395;1273;1997-06-06 14:46:49+02;17500
396;2608;1997-06-06 14:47:12+02;8000
397;1229;1997-06-06 14:47:50+02;30000
398;658;1997-06-06 14:49:13+02;15500
399;1134;1997-06-06 14:49:39+02;20000
400;1989;1997-06-06 14:50:17+02;20000
401;718;1997-06-06 14:50:41+02;20000
402;3378;1997-06-06 14:50:59+02;30000
403;1527;1997-06-06 14:51:39+02;10000
404;683;1997-06-06 14:52:06+02;30000
405;1343;1997-06-06 14:52:32+02;40000
406;2211;1997-06-06 14:54:13+02;12500
407;1586;1997-09-02 16:20:23+02;30000
408;2037;1997-09-02 16:24:31+02;10200
409;1917;1997-09-02 16:24:43+02;12000
410;673;1997-09-02 16:26:00+02;10000
411;1819;1997-09-02 16:26:41+02;20375
412;1273;1997-09-02 16:26:57+02;16300
413;3136;1997-09-02 16:27:11+02;14900
414;1257;1997-09-02 16:27:24+02;3650
415;2264;1997-09-02 16:27:36+02;6325
416;1855;1997-09-02 16:27:46+02;7700
417;571;1997-09-02 16:29:09+02;27400
418;1759;1997-09-02 16:29:27+02;11900
419;1229;1997-09-02 16:30:03+02;18650
420;61;1997-09-02 16:30:16+02;34525
421;1200;1997-09-02 16:30:33+02;17125
422;1478;1997-09-02 16:30:46+02;17500
423;1791;1997-09-02 16:30:55+02;4000
424;1913;1997-09-02 16:31:04+02;14800
425;79;1997-09-02 16:31:15+02;16200
426;2571;1997-09-02 16:31:28+02;32400
427;2295;1997-09-02 16:31:51+02;5875
428;315;1997-09-02 16:32:40+02;8875
429;3298;1997-09-02 16:32:50+02;15025
430;500;1997-09-02 16:33:00+02;21400
431;1392;1997-09-02 16:33:23+02;12700
432;3321;1997-09-02 16:33:33+02;19650
433;2934;1997-09-02 16:33:52+02;17200
434;1575;1997-09-02 16:34:03+02;100000
435;552;1997-09-02 16:35:54+02;4625
436;2043;1997-09-02 16:36:07+02;2975
437;3407;1997-09-02 16:36:24+02;19150
438;2271;1997-09-02 16:37:11+02;6000
439;277;1997-09-02 16:37:33+02;80000
440;1065;1997-09-02 16:39:15+02;20400
441;3153;1997-09-05 15:15:33+02;24900
442;3004;1997-09-05 15:16:02+02;42500
443;656;1997-09-05 15:16:39+02;45550
444;2031;1997-09-05 15:17:11+02;50600
445;3378;1997-09-05 15:17:28+02;40000
446;1817;1997-09-05 15:17:44+02;25000
447;2962;1997-09-05 15:18:20+02;70000
448;1965;1997-09-05 15:18:42+02;30000
449;1382;1997-09-05 15:19:09+02;50000
450;3190;1997-09-05 15:19:22+02;17000
451;491;1997-09-05 15:19:37+02;23000
452;440;1997-09-05 15:19:54+02;15000
453;1154;1997-09-05 15:20:08+02;40000
454;941;1997-09-05 15:20:25+02;25000
455;904;1997-09-05 15:20:50+02;29500
456;2389;1997-09-05 15:21:03+02;40000
457;722;1997-09-05 15:21:21+02;35000
458;718;1997-09-05 15:21:36+02;27500
459;3455;1997-09-05 15:21:57+02;39900
460;3449;1997-09-05 15:22:13+02;15000
461;322;1997-09-08 19:30:11+02;30000
462;2428;1997-09-08 19:31:32+02;9000
463;2609;1997-09-08 19:35:30+02;30000
464;343;1997-09-08 19:36:16+02;14800
465;2611;1997-09-10 15:16:11+02;50000
466;1134;1997-09-10 15:17:00+02;30000
467;1527;1997-09-12 15:24:07+02;10000
468;1228;1997-09-12 15:24:42+02;15000
469;528;1997-09-12 15:25:08+02;30000
470;2405;1997-09-12 15:25:37+02;10000
471;2959;1997-09-12 15:25:49+02;3200
472;1349;1997-09-12 15:26:36+02;49900
473;3095;1997-09-12 15:28:18+02;49900
474;3030;1997-09-12 15:29:02+02;33300
475;2549;1997-09-12 15:29:52+02;10000
476;979;1997-09-12 15:30:14+02;55750
477;759;1997-09-12 15:31:42+02;25000
478;350;1997-09-12 15:32:01+02;6125
479;1276;1997-09-12 15:32:28+02;30000
480;2718;1997-09-12 15:32:56+02;40000
481;96;1997-09-12 15:33:30+02;27141
482;2605;1997-09-12 15:33:48+02;12000
483;303;1997-09-16 14:14:02+02;25000
484;1488;1997-09-19 14:47:22+02;5000
485;2575;1997-09-19 14:47:32+02;5000
486;3207;1997-09-19 14:47:43+02;5000
487;2095;1997-09-19 14:48:01+02;2500
488;2057;1997-09-19 14:48:17+02;10000
489;3177;1997-09-19 14:48:38+02;73700
490;2096;1997-09-19 14:48:49+02;40000
492;1744;1997-09-19 14:49:28+02;40000
493;610;1997-09-19 14:49:48+02;40000
494;1423;1997-09-24 15:05:00+02;20125
495;664;1997-09-24 15:08:47+02;26075
496;947;1997-09-26 14:49:40+02;20000
497;442;1997-09-26 14:50:13+02;7500
498;3367;1997-09-26 14:50:28+02;39900
499;2765;1997-09-26 14:50:48+02;25000
500;3474;1997-09-26 14:51:10+02;60000
501;1429;1997-09-26 14:51:41+02;50000
502;15;1997-09-26 14:51:58+02;21200
503;440;1997-09-26 14:52:08+02;10000
504;899;1997-09-26 14:52:25+02;30000
505;996;1997-09-26 14:53:18+02;40000
506;941;1997-09-26 14:53:32+02;22000
507;2097;1997-09-26 14:53:52+02;40000
508;663;1997-10-03 15:10:45+02;2500
509;2440;1997-10-03 15:17:56+02;26000
510;1713;1997-10-03 15:18:12+02;39900
511;1968;1997-10-03 15:18:36+02;29900
512;2031;1997-10-03 15:18:57+02;25675
513;1969;1997-10-03 15:19:15+02;25000
514;1621;1997-10-03 15:19:46+02;50000
515;2514;1997-10-03 15:20:04+02;2400
516;2179;1997-10-03 15:20:18+02;31125
517;1228;1997-10-03 15:20:40+02;8000
518;1527;1997-10-03 15:20:59+02;10000
519;96;1997-10-03 15:21:12+02;6375
520;2288;1997-10-03 15:22:20+02;34825
521;2848;1997-10-03 15:23:08+02;28200
522;2588;1997-10-03 15:23:25+02;3800
523;2214;1997-10-03 15:23:36+02;40000
524;3361;1997-10-03 15:24:12+02;15000
525;3378;1997-10-03 15:25:05+02;30000
526;218;1997-10-03 15:25:46+02;50000
527;2689;1997-10-03 15:26:02+02;30000
528;2305;1997-10-03 15:26:25+02;30000
529;1847;1997-10-03 15:26:48+02;20000
530;1207;1997-10-03 15:27:01+02;7000
531;718;1997-10-03 15:28:10+02;7500
532;668;1997-10-08 17:42:21+02;10975
533;382;1997-10-08 17:42:58+02;27150
534;5;1997-10-17 11:54:18+02;21525
535;3376;1997-10-17 14:52:07+02;37000
536;1488;1997-10-17 14:53:12+02;25000
537;1184;1997-10-17 14:53:37+02;25000
538;1366;1997-10-17 14:53:52+02;10000
539;551;1997-10-17 14:54:24+02;40000
540;3207;1997-10-17 14:54:41+02;20000
541;1134;1997-10-17 14:55:32+02;40000
542;584;1997-10-17 14:56:15+02;30000
543;2895;1997-10-17 14:56:31+02;30000
544;2973;1997-10-17 14:56:45+02;6000
545;1949;1997-10-17 14:56:58+02;6000
546;1664;1997-10-17 14:57:24+02;30000
547;1575;1997-10-17 14:57:46+02;30000
548;662;1997-10-17 14:58:06+02;20000
549;383;1997-10-17 14:58:26+02;34000
550;1754;1997-10-17 14:58:41+02;10000
551;663;1997-10-17 14:58:53+02;9000
552;1803;1997-10-17 14:59:25+02;29900
553;832;1997-10-17 15:01:13+02;29900
554;2441;1997-10-17 15:01:38+02;25000
555;718;1997-10-17 15:01:53+02;10000
556;2767;1997-10-17 15:02:04+02;29900
557;1586;1997-10-21 10:45:46+02;35000
558;1713;1997-10-24 16:33:19+02;40000
559;1537;1997-10-24 16:33:45+02;19125
560;2;1997-10-24 16:34:17+02;32800
561;3301;1997-10-24 16:35:14+02;15500
562;683;1997-10-24 16:35:40+02;30000
563;745;1997-10-24 16:35:58+02;15000
564;2571;1997-10-24 16:36:12+02;40000
565;1343;1997-10-24 16:36:30+02;30000
566;1232;1997-10-24 16:36:50+02;30000
567;390;1997-10-24 16:37:07+02;20475
568;1084;1997-10-24 16:37:24+02;27000
569;3449;1997-10-24 16:37:38+02;10000
570;2076;1997-10-24 16:37:51+02;10000
571;2549;1997-10-24 16:38:04+02;10000
572;7;1997-10-24 16:38:18+02;30000
573;491;1997-10-24 16:38:52+02;29900
574;2026;1997-10-24 16:39:51+02;30000
575;3217;1997-10-24 16:40:10+02;27000
576;1101;1997-10-24 16:40:26+02;10000
577;1917;1997-10-24 16:41:13+02;10000
578;2143;1997-10-24 16:41:39+02;15075
579;2453;1997-10-24 16:42:09+02;11825
580;320;1997-10-24 16:42:40+02;25000
581;323;1997-10-31 13:53:08+01;20000
582;1052;1997-10-31 13:54:12+01;30000
583;658;1997-10-31 13:54:50+01;10000
584;1703;1997-10-31 13:55:10+01;5000
585;2405;1997-10-31 13:55:28+01;15000
586;3259;1997-10-31 13:55:40+01;25000
587;2874;1997-10-31 13:55:57+01;25000
588;2631;1997-10-31 13:56:21+01;30000
589;3004;1997-10-31 13:57:10+01;28525
590;2107;1997-10-31 13:57:33+01;20000
591;3190;1997-10-31 14:01:32+01;40000
592;1828;1997-10-31 14:01:58+01;4375
593;941;1997-10-31 14:02:15+01;30850
594;1134;1997-10-31 14:02:58+01;30050
595;1103;1997-10-31 14:03:48+01;30000
596;1553;1997-10-31 14:04:03+01;30000
597;1325;1997-10-31 14:04:20+01;30000
598;3095;1997-10-31 14:04:34+01;20000
599;759;1997-10-31 14:04:56+01;2500
600;3378;1997-10-31 14:05:07+01;20400
601;378;1997-10-31 14:05:23+01;30000
602;2076;1997-10-31 14:05:41+01;10000
603;1207;1997-10-31 14:05:58+01;7400
604;815;1997-10-31 14:06:12+01;26700
605;1976;1997-10-31 14:06:24+01;20000
606;442;1997-11-07 13:42:31+01;10000
607;2047;1997-11-07 13:42:46+01;10000
608;2431;1997-11-07 13:43:05+01;20000
609;1817;1997-11-07 13:43:21+01;30000
610;718;1997-11-07 13:43:37+01;7500
611;1744;1997-11-07 13:43:51+01;40000
612;528;1997-11-07 13:49:01+01;30000
613;2575;1997-11-07 13:49:18+01;20000
614;2611;1997-11-07 13:49:36+01;32500
615;3207;1997-11-07 13:49:53+01;10000
616;3371;1997-11-07 13:50:08+01;25000
617;1611;1997-11-07 13:50:25+01;20000
618;2718;1997-11-07 13:50:37+01;15000
619;2192;1997-11-07 13:50:57+01;28000
620;3223;1997-11-07 13:51:12+01;30000
621;1735;1997-11-07 13:51:28+01;35000
622;2821;1997-11-07 13:51:43+01;40000
623;663;1997-11-14 14:32:53+01;20000
624;880;1997-11-14 14:33:10+01;10000
625;1525;1997-11-14 14:33:26+01;9900
626;3065;1997-11-14 14:33:43+01;5000
627;941;1997-11-14 14:33:56+01;20000
628;15;1997-11-14 14:34:14+01;30000
629;414;1997-11-14 14:38:17+01;30000
630;3455;1997-11-14 14:38:40+01;30000
631;892;1997-11-14 14:39:00+01;30000
632;3045;1997-11-14 14:39:32+01;30000
633;67;1997-11-14 14:39:56+01;20000
634;2474;1997-11-14 14:40:15+01;15000
635;2299;1997-11-14 14:40:42+01;30000
636;1305;1997-11-14 14:41:01+01;15000
637;1527;1997-11-14 14:41:19+01;10000
638;3361;1997-11-14 14:44:31+01;20000
639;2214;1997-11-14 14:50:15+01;35000
640;2031;1997-11-14 14:51:21+01;2000
641;2097;1997-11-14 14:53:50+01;35000
642;2428;1997-11-14 14:54:27+01;10000
643;2666;1997-11-14 14:55:11+01;47300
644;2184;1997-11-14 15:09:44+01;201425
645;2184;1997-11-14 15:11:00+01;201425
646;1228;1997-11-14 15:22:24+01;5000
647;1294;1997-11-21 14:06:15+01;10000
649;1134;1997-11-21 14:06:48+01;30000
650;2497;1997-11-21 14:09:12+01;28300
651;718;1997-11-21 14:09:28+01;10000
652;1965;1997-11-21 14:09:43+01;18500
653;717;1997-11-21 14:10:52+01;35100
654;2305;1997-11-21 14:11:26+01;30000
655;3074;1997-11-21 14:11:52+01;21325
656;1989;1997-11-21 14:12:09+01;15000
657;478;1997-11-21 14:13:20+01;15000
658;3240;1997-11-21 14:14:07+01;20000
660;1488;1997-11-28 18:24:10+01;30000
661;1184;1997-11-28 18:24:29+01;20000
662;1621;1997-11-28 18:25:17+01;40000
663;2031;1997-11-28 18:26:28+01;40725
664;1586;1997-11-28 18:26:58+01;40000
665;3207;1997-11-28 18:27:20+01;10000
666;3004;1997-11-28 18:28:17+01;28400
667;1713;1997-11-28 18:28:37+01;30000
668;323;1997-11-28 18:29:02+01;20000
669;832;1997-11-28 18:29:37+01;20000
670;1349;1997-11-28 18:29:56+01;30000
671;1154;1997-11-28 18:30:18+01;33300
672;667;1997-11-28 18:30:54+01;30000
673;3030;1997-11-28 18:32:46+01;30000
674;967;1997-11-28 18:33:03+01;28000
675;1382;1997-11-28 18:33:33+01;30000
676;1366;1997-11-28 18:35:40+01;20000
677;491;1997-11-28 18:36:10+01;20000
